chunk_id,page,content
Principles-of-Managerial-Accounting-profitability::chunk_63,51,"can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=38#h5p-12
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=38#h5p-4
Video Illustration 1-5:
Preparing a traditional
income statement LO7
Cincy Chips manufactures microchips for small
electronic devices. They produced and sold 600
MANAGERIAL ACCOUNTING AND COST CONCEPTS | 35"
Principles-of-Managerial-Accounting-profitability::chunk_64,52,"microchips in the current month. Select financial
data for Cincy Chips is provided in Exhibit 1-7.
Prepare a traditional income statement.
The processes to solve the following scenario are
demonstrated in Video Illustration 1-5 below.
Exhibit 1-7 Financial data, traditional
income statement format, and video
explanation
36 | MANAGERIAL ACCOUNTING AND COST CONCEPTS"
Principles-of-Managerial-Accounting-profitability::chunk_65,53,"Click icon or go to https://uc.mediaspace.kaltura.com/
id/
1_rzu1h9wb?width=896&height=866&playerId=4914
8882
Check your understanding LOs 6,7
MANAGERIAL ACCOUNTING AND COST CONCEPTS | 37"
Principles-of-Managerial-Accounting-profitability::chunk_66,54,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=38#h5p-26
Contribution margin income
statement LO8
A contribution margin income statement is primarily used
by internal users, usually management, f or p lanning
operations, controlling operations, and making decisions. Like
a traditional income statement, the contribution margin
income statement reports an organization’s revenue and
expenses for a specified period of time. The contribution
margin income statement classifies expenses on the basis of
cost behavior—variable versus fixed.
38 | MANAGERIAL ACCOUNTING AND COST CONCEPTS"
Principles-of-Managerial-Accounting-profitability::chunk_67,55,"Video Illustration 1-6:
Contribution margin income
statement explained LO8
An example of a contribution margin income
statement is presented in Exhibit 1-8 and
discussed in Video Illustration 1-6.
Exhibit 1-8 Contribution margin income
statement and video explanation
MANAGERIAL ACCOUNTING AND COST CONCEPTS | 39"
Principles-of-Managerial-Accounting-profitability::chunk_68,56,"Click icon or go to https://uc.mediaspace.kaltura.com/
id/
1_dnpsr046?width=896&height=866&playerId=4914
8882
Check your understanding LO8
An interactive H5P element has been
excluded from this version of the text. You
40 | MANAGERIAL ACCOUNTING AND COST CONCEPTS"
Principles-of-Managerial-Accounting-profitability::chunk_69,57,"can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=38#h5p-6
Video Illustration 1-7:
Preparing a contribution
margin income statement LO8
Cincy Chips produces microchips for small
electronic devices. They produced and sold 600
microchips in the current month. Select financial
data for Cincy Chips is provided in Exhibit 1-9.
Prepare a contribution margin income
statement.
The processes to solve the following scenario are
demonstrated in Video Illustration 1-7 below.
Exhibit 1-9 Financial data, contribution
MANAGERIAL ACCOUNTING AND COST CONCEPTS | 41"
Principles-of-Managerial-Accounting-profitability::chunk_70,58,"margin income statement format, and video
explanation
42 | MANAGERIAL ACCOUNTING AND COST CONCEPTS"
Principles-of-Managerial-Accounting-profitability::chunk_71,59,"Click icon or go to https://uc.mediaspace.kaltura.com/
id/
1_u81cnd8j?width=896&height=866&playerId=4914
8882
Check your understanding LO8
An interactive H5P element has been
excluded from this version of the text. You
MANAGERIAL ACCOUNTING AND COST CONCEPTS | 43"
Principles-of-Managerial-Accounting-profitability::chunk_72,60,"can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=38#h5p-13
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=38#h5p-27
Practice Video Problems
The chapter concepts are applied to
comprehensive business scenarios in the below
Practice Video Problems.
44 | MANAGERIAL ACCOUNTING AND COST CONCEPTS"
Principles-of-Managerial-Accounting-profitability::chunk_73,61,"Practice Video Problem 1-1:
Product, period, fixed, and
variable costs LOs 2, 3, 4
Crazy Candy’s Carpets makes whimsical and
eccentric rugs. The relevant range of production
is 10,000 to 14,000 units per month. When she
produces and sells 12,000 units the average costs
per unit are as follows:
Required 1: What is the total amount of
product costs incurred to make 14,000 units?
Required 2: What is the total amount of
period costs incurred to sell 14,000 units?
MANAGERIAL ACCOUNTING AND COST CONCEPTS | 45"
Principles-of-Managerial-Accounting-profitability::chunk_74,62,"Required 3: What is the total amount of costs
incurred to make and sell 11,000 units?
Click icon or go to https://uc.mediaspace.kaltura.com/
id/
1_wwjao591?width=896&height=866&playerId=4914
8882
Practice Video Problem 1-2:
Traditional income statement
LO6
Magick Musicals sells custom guitars that they
purchase from a local artist. Magick purchases
46 | MANAGERIAL ACCOUNTING AND COST CONCEPTS"
Principles-of-Managerial-Accounting-profitability::chunk_75,63,"the guitars from the artist for $960 each, marks
them up, and resells them for $2,200 each.
Magick’s general and administrative costs are
presented below.
In May, Magick purchased and sold 150 guitars.
Required: Prepare a traditional format
income statement for May
MANAGERIAL ACCOUNTING AND COST CONCEPTS | 47"
Principles-of-Managerial-Accounting-profitability::chunk_76,64,"Click icon or go to https://uc.mediaspace.kaltura.com/
id/
1_4zi46dx5?width=896&height=866&playerId=4914
8882
Practice Video Problem 1-3:
Contribution margin income
statement LO7
Magick Musicals sells custom guitars that they
purchase from a local artist. Magick purchases
the guitars from the artist for $960 each, marks
them up, and resells them for $2,200 each.
Magick’s general and administrative costs are
presented below.
48 | MANAGERIAL ACCOUNTING AND COST CONCEPTS"
Principles-of-Managerial-Accounting-profitability::chunk_77,65,"In May, Magick purchased and sold 150 guitars.
Required: Prepare a contribution margin
income statement for May. Show revenue and
variable costs on both a total and a per-unit
basis.
MANAGERIAL ACCOUNTING AND COST CONCEPTS | 49"
Principles-of-Managerial-Accounting-profitability::chunk_78,66,"Click icon or go to https://uc.mediaspace.kaltura.com/
id/
1_wkhdgw6y?width=896&height=866&playerId=491
48882
Review Questions
Review questions reinforce the chapter content.
Review 1-1
50 | MANAGERIAL ACCOUNTING AND COST CONCEPTS"
Principles-of-Managerial-Accounting-profitability::chunk_79,67,"An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=38#h5p-20
Review 1-2
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=38#h5p-21
Review 1-3
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
MANAGERIAL ACCOUNTING AND COST CONCEPTS | 51"
Principles-of-Managerial-Accounting-profitability::chunk_80,68,"https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=38#h5p-25
Review 1-4
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=38#h5p-7
Review 1-5
An interactive H5P element has been
excluded from this version of the text. You
can view it online here:
https://ucincinnatipress.pressbooks.pub/
principlesaccounting/?p=38#h5p-5
Review 1-6
52 | MANAGERIAL ACCOUNTING AND COST CONCEPTS"
